month,park_code,month_name,park_name,visitor_count,snp500_index,high,low,rain,longitude,latitude,state_abbr,state_name,climate_region,np_region,school_breaks,office_holidays,weekends
4,BRCA,April,Bryce Canyon National Park,123543,2639,52,24,3,-112.182668887441,37.5839914387525,UT,Utah,Southwest,,3,0,8.57
4,GRSA,April,Great Sand Dunes National Park & Preserve,14338,2639,57,37,10,-105.578326305192,37.7599427010072,CO,Colorado,Southwest,,3,0,8.57
4,CARE,April,Capitol Reef National Park,90908,2639,60,36,2,-111.003292945773,37.7959925350174,UT,Utah,Southwest,,3,0,8.57
4,YOSE,April,Yosemite National Park,263736,2639,65,37,6,-119.556007294598,37.8489365691181,CA,California,West,,3,0,8.57
4,CANY,April,Canyonlands National Park,71036,2639,65,42,3,-109.883146255275,38.2720728762148,UT,Utah,Southwest,,3,0,8.57
4,SHEN,April,Shenandoah National Park,96524,2639,63,39,15,-78.6761996287734,38.281082106749,VA,Virginia,Southeast,,3,0,8.57
4,BLCA,April,Black Canyon Of The Gunnison National Park,10069,2639,64,35,12,-107.723980166415,38.5773922528943,CO,Colorado,Southwest,,3,0,8.57
4,ARCH,April,Arches National Park,130585,2639,69,40,3,-109.595456027609,38.7079176322515,UT,Utah,Southwest,,3,0,8.57
4,WOTR,April,Wolf Trap National Park for the Performing Arts,2624,2639,66,43,8,-77.2635541016389,38.9379319964751,VA,Virginia,Southeast,,3,0,8.57
4,GRBA,April,Great Basin National Park,7639,2639,57,29,4,-114.257978174487,38.9461737831271,NV,Nevada,West,,3,0,8.57
4,ROMO,April,Rocky Mountain National Park,116833,2639,42,23,15,-105.698385322314,40.3557983972215,CO,Colorado,Southwest,,3,0,8.57
4,LAVO,April,Lassen Volcanic National Park,10952,2639,50,25,8,-121.412126649044,40.4862202609082,CA,California,West,,3,0,8.57
4,CUVA,April,Cuyahoga Valley National Park,185265,2639,60,42,10,-81.5690344075238,41.2607133550007,OH,Ohio,Central,,3,0,8.57
4,INDU,April,Indiana Dunes National Lakeshore,96968,2639,59,39,8,-87.0324152909807,41.661457848148,IN,Indiana,Central,,3,0,8.57
4,CRLA,April,Crater Lake National Park,15467,2639,46,26,16,-122.135258704593,42.9444360519401,OR,Oregon,Northwest,,3,0,8.57
4,WICA,April,Wind Cave National Park,38326,2639,58,31,7,-103.428776416894,43.6078717812364,SD,South Dakota,West North Central,,3,0,8.57
4,GRTE,April,Grand Teton National Park,51841,2639,38,17,8,-110.705466560382,43.8185356536819,WY,Wyoming,West North Central,,3,0,8.57
4,BADL,April,Badlands National Park,24113,2639,57,35,8,-102.393945095541,43.8340624087368,SD,South Dakota,West North Central,,3,0,8.57
4,ACAD,April,Acadia National Park,66366,2639,50,31,9,-68.244111977338,44.3507513883282,ME,Maine,Northeast,,3,0,8.57
4,YELL,April,Yellowstone National Park,38286,2639,46,19,13,-110.490083022759,44.5830322172137,WY,Wyoming,West North Central,,3,0,8.57
4,MORA,April,Mount Rainier National Park,30812,2639,30,16,19,-121.70574507947,46.8605591990317,WA,Washington,Northwest,,3,0,8.57
4,THRO,April,Theodore Roosevelt National Park,18812,2639,57,29,4,-103.459250806364,46.9536209666581,ND,North Dakota,West North Central,,3,0,8.57
4,OLYM,April,Olympic National Park,154962,2639,42,26,14,-123.619445162923,47.7945352044965,WA,Washington,Northwest,,3,0,8.57
4,ISRO,April,Isle Royale National Park,65,2639,45,29,10,-89.1044184773109,47.9008395823696,MI,Michigan,East North Central,,3,0,8.57
4,VOYA,April,Voyageurs National Park,405,2639,50,27,6,-92.9805712996976,48.5171693221999,MN,Minnesota,East North Central,,3,0,8.57
4,GLAC,April,Glacier National Park,32714,2639,83,55,2,-113.800791595485,48.6842687606688,MT,Montana,West North Central,,3,0,8.57
4,NOCA,April,North Cascades National Park,144,2639,33,15,12,-121.347557783632,48.8330394098154,WA,Washington,Northwest,,3,0,8.57
4,KATM,April,Katmai National Park & Preserve,118,2639,43,31,11,-155.013410503509,58.6225739667646,AK,Alaska,Alaska,,3,0,8.57
4,GLBA,April,Glacier Bay National Park & Preserve,988,2639,47,26,16,-136.840717328383,58.8008647444753,AK,Alaska,Alaska,,3,0,8.57
4,KEFJ,April,Kenai Fjords National Park,50,2639,24,15,14,-149.881524488685,59.9538968876318,AK,Alaska,Alaska,,3,0,8.57
4,LACL,April,Lake Clark National Park & Preserve,264,2639,36,17,14,-153.601844152823,60.6467969093566,AK,Alaska,Alaska,,3,0,8.57
4,WRST,April,Wrangell - St Elias National Park & Preserve,520,2639,6,-5,3,-142.603571113694,61.4184393795561,AK,Alaska,Alaska,,3,0,8.57
4,DENA,April,Denali National Park & Preserve,3861,2639,41,23,7,-151.052635502821,63.2977743600459,AK,Alaska,Alaska,,3,0,8.57
4,KOVA,April,Kobuk Valley National Park,866,2639,33,11,5,-159.063083346586,67.2826365277018,AK,Alaska,Alaska,,3,0,8.57
4,GAAR,April,Gates Of The Arctic National Park & Preserve,103,2639,41,23,7,-153.264132316988,67.9192854407937,AK,Alaska,Alaska,,3,0,8.57
5,NPSA,May,National Park of American Samoa,2177,2651,82,73,14,-169.45380760527,-14.2397277326939,AS,American Samoa,American Samoa,,1,1,8.86
5,VIIS,May,Virgin Islands National Park,33597,2651,84,71,10,-64.7711104889969,18.3537986172337,VI,Virgin Islands,Virgin Islands,,1,1,8.86
5,HAVO,May,Hawaii Volcanoes National Park,117173,2651,80,58,9,-155.211822871939,19.3261421561552,HI,Hawaii,Hawaii,,1,1,8.86
5,HALE,May,Haleakala National Park,95756,2651,69,53,20,-156.147093143192,20.7045121293322,HI,Hawaii,Hawaii,,1,1,8.86
5,DRTO,May,Dry Tortugas National Park,7005,2651,86,74,4,-82.866554231556,24.6543956186476,FL,Florida,Southeast,,1,1,8.86
5,EVER,May,Everglades National Park,65898,2651,54,29,5,-80.9534963862279,25.2722561640483,FL,Florida,Southeast,,1,1,8.86
5,BISC,May,Biscayne National Park,55182,2651,79,73,7,-80.2183015926945,25.4696892466471,FL,Florida,Southeast,,1,1,8.86
5,BIBE,May,Big Bend National Park,35361,2651,93,71,5,-103.229789673023,29.298177668898,TX,Texas,South,,1,1,8.86
5,GUMO,May,Guadalupe Mountains National Park,16488,2651,64,46,6,-104.884347170347,31.9233842093917,TX,Texas,South,,1,1,8.86
5,CAVE,May,Carlsbad Caverns National Park,40478,2651,79,54,3,-104.527765634579,32.1523427539914,NM,New Mexico,Southwest,,1,1,8.86
5,SAGU,May,Saguaro National Park,54852,2651,91,59,0,-110.608314061594,32.1788360853936,AZ,Arizona,Southwest,,1,1,8.86
5,WHSA,May,White Sands National Monument,53384,2651,88,49,1,-106.335072235936,32.7791333760192,NM,New Mexico,Southwest,,1,1,8.86
5,CONG,May,Congaree National Park,15377,2651,81,59,8,-80.8183523261644,33.8062043146765,SC,South Carolina,Southeast,,1,1,8.86
5,JOTR,May,Joshua Tree National Park,174427,2651,86,55,0,-116.159070843561,33.9809652285081,CA,California,West,,1,1,8.86
5,CHIS,May,Channel Islands National Park,30348,2651,67,44,6,-119.725169845147,34.003929782292,CA,California,West,,1,1,8.86
5,HOSP,May,Hot Springs National Park,129119,2651,80,58,9,-93.0897218510827,34.5111382250636,AR,Arkansas,South,,1,1,8.86
5,PEFO,May,Petrified Forest National Park,70514,2651,80,43,1,-109.674717745724,34.9886818040188,AZ,Arizona,Southwest,,1,1,8.86
5,GRSM,May,Great Smoky Mountains National Park,913186,2651,64,45,11,-83.7710478077257,35.5338112634119,NC,North Carolina,Southeast,,1,1,8.86
5,GRCA,May,Grand Canyon National Park,515934,2651,57,29,9,-112.195863320502,36.1866831412135,AZ,Arizona,Southwest,,1,1,8.86
5,DEVA,May,Death Valley National Park,106888,2651,100,72,0,-117.135111544358,36.4874191006716,CA,California,West,,1,1,8.86
5,PINN,May,Pinnacles National Monument,27774,2651,78,41,1,-121.181100883266,36.4901310064952,CA,California,West,,1,1,8.86
5,MACA,May,Mammoth Cave National Park,49432,2651,79,54,9,-86.1309019819107,37.197604576779,KY,Kentucky,Central,,1,1,8.86
5,MEVE,May,Mesa Verde National Park,57392,2651,67,39,4,-108.500928885895,37.2235131532065,CO,Colorado,Southwest,,1,1,8.86
5,ZION,May,Zion National Park,406513,2651,83,52,5,-112.954431628695,37.2557094971311,UT,Utah,Southwest,,1,1,8.86
5,BRCA,May,Bryce Canyon National Park,227251,2651,62,32,3,-112.182668887441,37.5839914387525,UT,Utah,Southwest,,1,1,8.86
5,GRSA,May,Great Sand Dunes National Park & Preserve,48298,2651,64,45,11,-105.578326305192,37.7599427010072,CO,Colorado,Southwest,,1,1,8.86
5,CARE,May,Capitol Reef National Park,139897,2651,68,45,3,-111.003292945773,37.7959925350174,UT,Utah,Southwest,,1,1,8.86
5,YOSE,May,Yosemite National Park,391518,2651,73,44,3,-119.556007294598,37.8489365691181,CA,California,West,,1,1,8.86
5,CANY,May,Canyonlands National Park,89789,2651,76,52,3,-109.883146255275,38.2720728762148,UT,Utah,Southwest,,1,1,8.86
5,SHEN,May,Shenandoah National Park,137422,2651,71,48,18,-78.6761996287734,38.281082106749,VA,Virginia,Southeast,,1,1,8.86
5,BLCA,May,Black Canyon Of The Gunnison National Park,30804,2651,74,44,9,-107.723980166415,38.5773922528943,CO,Colorado,Southwest,,1,1,8.86
5,ARCH,May,Arches National Park,173847,2651,79,49,3,-109.595456027609,38.7079176322515,UT,Utah,Southwest,,1,1,8.86
5,WOTR,May,Wolf Trap National Park for the Performing Arts,28342,2651,72,53,9,-77.2635541016389,38.9379319964751,VA,Virginia,Southeast,,1,1,8.86
5,GRBA,May,Great Basin National Park,12562,2651,67,38,4,-114.257978174487,38.9461737831271,NV,Nevada,West,,1,1,8.86
5,ROMO,May,Rocky Mountain National Park,242811,2651,51,30,13,-105.698385322314,40.3557983972215,CO,Colorado,Southwest,,1,1,8.86
5,LAVO,May,Lassen Volcanic National Park,27318,2651,58,31,6,-121.412126649044,40.4862202609082,CA,California,West,,1,1,8.86
5,CUVA,May,Cuyahoga Valley National Park,262946,2651,71,52,9,-81.5690344075238,41.2607133550007,OH,Ohio,Central,,1,1,8.86
5,INDU,May,Indiana Dunes National Lakeshore,167945,2651,69,49,9,-87.0324152909807,41.661457848148,IN,Indiana,Central,,1,1,8.86
5,CRLA,May,Crater Lake National Park,40591,2651,55,32,10,-122.135258704593,42.9444360519401,OR,Oregon,Northwest,,1,1,8.86
5,WICA,May,Wind Cave National Park,51615,2651,67,41,9,-103.428776416894,43.6078717812364,SD,South Dakota,West North Central,,1,1,8.86
5,GRTE,May,Grand Teton National Park,222144,2651,47,26,7,-110.705466560382,43.8185356536819,WY,Wyoming,West North Central,,1,1,8.86
5,BADL,May,Badlands National Park,72077,2651,66,45,9,-102.393945095541,43.8340624087368,SD,South Dakota,West North Central,,1,1,8.86
5,ACAD,May,Acadia National Park,184923,2651,61,40,10,-68.244111977338,44.3507513883282,ME,Maine,Northeast,,1,1,8.86
5,YELL,May,Yellowstone National Park,346142,2651,53,28,12,-110.490083022759,44.5830322172137,WY,Wyoming,West North Central,,1,1,8.86
5,MORA,May,Mount Rainier National Park,73916,2651,38,22,15,-121.70574507947,46.8605591990317,WA,Washington,Northwest,,1,1,8.86
5,THRO,May,Theodore Roosevelt National Park,61577,2651,69,40,7,-103.459250806364,46.9536209666581,ND,North Dakota,West North Central,,1,1,8.86
5,OLYM,May,Olympic National Park,293793,2651,49,33,11,-123.619445162923,47.7945352044965,WA,Washington,Northwest,,1,1,8.86
5,ISRO,May,Isle Royale National Park,832,2651,57,39,13,-89.1044184773109,47.9008395823696,MI,Michigan,East North Central,,1,1,8.86
5,VOYA,May,Voyageurs National Park,28042,2651,62,38,9,-92.9805712996976,48.5171693221999,MN,Minnesota,East North Central,,1,1,8.86
5,GLAC,May,Glacier National Park,139128,2651,93,63,1,-113.800791595485,48.6842687606688,MT,Montana,West North Central,,1,1,8.86
5,NOCA,May,North Cascades National Park,979,2651,42,21,12,-121.347557783632,48.8330394098154,WA,Washington,Northwest,,1,1,8.86
5,KATM,May,Katmai National Park & Preserve,116,2651,53,40,15,-155.013410503509,58.6225739667646,AK,Alaska,Alaska,,1,1,8.86
5,GLBA,May,Glacier Bay National Park & Preserve,80489,2651,55,34,14,-136.840717328383,58.8008647444753,AK,Alaska,Alaska,,1,1,8.86
5,KEFJ,May,Kenai Fjords National Park,22183,2651,34,24,15,-149.881524488685,59.9538968876318,AK,Alaska,Alaska,,1,1,8.86
5,LACL,May,Lake Clark National Park & Preserve,587,2651,47,27,17,-153.601844152823,60.6467969093566,AK,Alaska,Alaska,,1,1,8.86
5,WRST,May,Wrangell - St Elias National Park & Preserve,4511,2651,16,6,6,-142.603571113694,61.4184393795561,AK,Alaska,Alaska,,1,1,8.86
5,DENA,May,Denali National Park & Preserve,46554,2651,53,33,9,-151.052635502821,63.2977743600459,AK,Alaska,Alaska,,1,1,8.86
5,KOVA,May,Kobuk Valley National Park,863,2651,52,31,10,-159.063083346586,67.2826365277018,AK,Alaska,Alaska,,1,1,8.86
5,GAAR,May,Gates Of The Arctic National Park & Preserve,263,2651,53,33,9,-153.264132316988,67.9192854407937,AK,Alaska,Alaska,,1,1,8.86
6,NPSA,June,National Park of American Samoa,1578,2693,81,73,11,-169.45380760527,-14.2397277326939,AS,American Samoa,American Samoa,,23,0,8.57
6,VIIS,June,Virgin Islands National Park,30100,2693,86,73,8,-64.7711104889969,18.3537986172337,VI,Virgin Islands,Virgin Islands,,23,0,8.57
6,HAVO,June,Hawaii Volcanoes National Park,127055,2693,88,66,7,-155.211822871939,19.3261421561552,HI,Hawaii,Hawaii,,23,0,8.57
6,HALE,June,Haleakala National Park,96579,2693,71,54,17,-156.147093143192,20.7045121293322,HI,Hawaii,Hawaii,,23,0,8.57
6,DRTO,June,Dry Tortugas National Park,6863,2693,90,77,6,-82.866554231556,24.6543956186476,FL,Florida,Southeast,,23,0,8.57
6,EVER,June,Everglades National Park,56545,2693,67,41,6,-80.9534963862279,25.2722561640483,FL,Florida,Southeast,,23,0,8.57
6,BISC,June,Biscayne National Park,53106,2693,83,76,11,-80.2183015926945,25.4696892466471,FL,Florida,Southeast,,23,0,8.57
6,BIBE,June,Big Bend National Park,19592,2693,97,76,6,-103.229789673023,29.298177668898,TX,Texas,South,,23,0,8.57
6,GUMO,June,Guadalupe Mountains National Park,13682,2693,66,48,5,-104.884347170347,31.9233842093917,TX,Texas,South,,23,0,8.57
6,CAVE,June,Carlsbad Caverns National Park,55050,2693,87,61,3,-104.527765634579,32.1523427539914,NM,New Mexico,Southwest,,23,0,8.57
6,SAGU,June,Saguaro National Park,36758,2693,101,69,0,-110.608314061594,32.1788360853936,AZ,Arizona,Southwest,,23,0,8.57
6,WHSA,June,White Sands National Monument,49375,2693,97,59,2,-106.335072235936,32.7791333760192,NM,New Mexico,Southwest,,23,0,8.57
6,CONG,June,Congaree National Park,11152,2693,89,68,9,-80.8183523261644,33.8062043146765,SC,South Carolina,Southeast,,23,0,8.57
6,JOTR,June,Joshua Tree National Park,107238,2693,97,66,0,-116.159070843561,33.9809652285081,CA,California,West,,23,0,8.57
6,CHIS,June,Channel Islands National Park,35436,2693,71,46,6,-119.725169845147,34.003929782292,CA,California,West,,23,0,8.57
6,HOSP,June,Hot Springs National Park,150704,2693,88,66,7,-93.0897218510827,34.5111382250636,AR,Arkansas,South,,23,0,8.57
6,PEFO,June,Petrified Forest National Park,100559,2693,91,53,1,-109.674717745724,34.9886818040188,AZ,Arizona,Southwest,,23,0,8.57
6,GRSM,June,Great Smoky Mountains National Park,1315801,2693,69,53,13,-83.7710478077257,35.5338112634119,NC,North Carolina,Southeast,,23,0,8.57
6,GRCA,June,Grand Canyon National Park,618614,2693,68,36,7,-112.195863320502,36.1866831412135,AZ,Arizona,Southwest,,23,0,8.57
6,DEVA,June,Death Valley National Park,88332,2693,110,82,0,-117.135111544358,36.4874191006716,CA,California,West,,23,0,8.57
6,PINN,June,Pinnacles National Monument,20216,2693,86,44,0,-121.181100883266,36.4901310064952,CA,California,West,,23,0,8.57
6,MACA,June,Mammoth Cave National Park,75129,2693,86,62,8,-86.1309019819107,37.197604576779,KY,Kentucky,Central,,23,0,8.57
6,MEVE,June,Mesa Verde National Park,101179,2693,79,49,2,-108.500928885895,37.2235131532065,CO,Colorado,Southwest,,23,0,8.57
6,ZION,June,Zion National Park,451594,2693,93,60,3,-112.954431628695,37.2557094971311,UT,Utah,Southwest,,23,0,8.57
6,BRCA,June,Bryce Canyon National Park,288497,2693,74,40,2,-112.182668887441,37.5839914387525,UT,Utah,Southwest,,23,0,8.57
6,GRSA,June,Great Sand Dunes National Park & Preserve,69621,2693,69,53,13,-105.578326305192,37.7599427010072,CO,Colorado,Southwest,,23,0,8.57
6,CARE,June,Capitol Reef National Park,115923,2693,84,57,1,-111.003292945773,37.7959925350174,UT,Utah,Southwest,,23,0,8.57
6,YOSE,June,Yosemite National Park,541315,2693,82,50,1,-119.556007294598,37.8489365691181,CA,California,West,,23,0,8.57
6,CANY,June,Canyonlands National Park,73544,2693,88,64,1,-109.883146255275,38.2720728762148,UT,Utah,Southwest,,23,0,8.57
6,SHEN,June,Shenandoah National Park,146630,2693,78,57,14,-78.6761996287734,38.281082106749,VA,Virginia,Southeast,,23,0,8.57
6,BLCA,June,Black Canyon Of The Gunnison National Park,36707,2693,86,53,5,-107.723980166415,38.5773922528943,CO,Colorado,Southwest,,23,0,8.57
6,ARCH,June,Arches National Park,180845,2693,92,59,1,-109.595456027609,38.7079176322515,UT,Utah,Southwest,,23,0,8.57
6,WOTR,June,Wolf Trap National Park for the Performing Arts,98350,2693,80,62,8,-77.2635541016389,38.9379319964751,VA,Virginia,Southeast,,23,0,8.57
6,GRBA,June,Great Basin National Park,16632,2693,78,47,3,-114.257978174487,38.9461737831271,NV,Nevada,West,,23,0,8.57
6,ROMO,June,Rocky Mountain National Park,605399,2693,63,39,7,-105.698385322314,40.3557983972215,CO,Colorado,Southwest,,23,0,8.57
6,LAVO,June,Lassen Volcanic National Park,62189,2693,67,36,3,-121.412126649044,40.4862202609082,CA,California,West,,23,0,8.57
6,CUVA,June,Cuyahoga Valley National Park,260270,2693,80,61,9,-81.5690344075238,41.2607133550007,OH,Ohio,Central,,23,0,8.57
6,INDU,June,Indiana Dunes National Lakeshore,248749,2693,78,59,8,-87.0324152909807,41.661457848148,IN,Indiana,Central,,23,0,8.57
6,CRLA,June,Crater Lake National Park,86780,2693,62,36,6,-122.135258704593,42.9444360519401,OR,Oregon,Northwest,,23,0,8.57
6,WICA,June,Wind Cave National Park,104340,2693,77,50,8,-103.428776416894,43.6078717812364,SD,South Dakota,West North Central,,23,0,8.57
6,GRTE,June,Grand Teton National Park,546611,2693,59,37,5,-110.705466560382,43.8185356536819,WY,Wyoming,West North Central,,23,0,8.57
6,BADL,June,Badlands National Park,188208,2693,78,56,9,-102.393945095541,43.8340624087368,SD,South Dakota,West North Central,,23,0,8.57
6,ACAD,June,Acadia National Park,381929,2693,71,49,8,-68.244111977338,44.3507513883282,ME,Maine,Northeast,,23,0,8.57
6,YELL,June,Yellowstone National Park,731053,2693,63,34,10,-110.490083022759,44.5830322172137,WY,Wyoming,West North Central,,23,0,8.57
6,MORA,June,Mount Rainier National Park,170204,2693,43,27,13,-121.70574507947,46.8605591990317,WA,Washington,Northwest,,23,0,8.57
6,THRO,June,Theodore Roosevelt National Park,110084,2693,79,49,8,-103.459250806364,46.9536209666581,ND,North Dakota,West North Central,,23,0,8.57
6,OLYM,June,Olympic National Park,411846,2693,54,37,6,-123.619445162923,47.7945352044965,WA,Washington,Northwest,,23,0,8.57
6,ISRO,June,Isle Royale National Park,3522,2693,68,48,13,-89.1044184773109,47.9008395823696,MI,Michigan,East North Central,,23,0,8.57
6,VOYA,June,Voyageurs National Park,47307,2693,71,49,10,-92.9805712996976,48.5171693221999,MN,Minnesota,East North Central,,23,0,8.57
6,GLAC,June,Glacier National Park,421579,2693,104,73,1,-113.800791595485,48.6842687606688,MT,Montana,West North Central,,23,0,8.57
6,NOCA,June,North Cascades National Park,2868,2693,47,26,11,-121.347557783632,48.8330394098154,WA,Washington,Northwest,,23,0,8.57
6,KATM,June,Katmai National Park & Preserve,5521,2693,60,47,17,-155.013410503509,58.6225739667646,AK,Alaska,Alaska,,23,0,8.57
6,GLBA,June,Glacier Bay National Park & Preserve,111212,2693,61,39,13,-136.840717328383,58.8008647444753,AK,Alaska,Alaska,,23,0,8.57
6,KEFJ,June,Kenai Fjords National Park,69330,2693,40,30,15,-149.881524488685,59.9538968876318,AK,Alaska,Alaska,,23,0,8.57
6,LACL,June,Lake Clark National Park & Preserve,2423,2693,56,35,22,-153.601844152823,60.6467969093566,AK,Alaska,Alaska,,23,0,8.57
6,WRST,June,Wrangell - St Elias National Park & Preserve,16860,2693,23,13,10,-142.603571113694,61.4184393795561,AK,Alaska,Alaska,,23,0,8.57
6,DENA,June,Denali National Park & Preserve,125893,2693,62,41,7,-151.052635502821,63.2977743600459,AK,Alaska,Alaska,,23,0,8.57
6,KOVA,June,Kobuk Valley National Park,1205,2693,67,46,11,-159.063083346586,67.2826365277018,AK,Alaska,Alaska,,23,0,8.57
6,GAAR,June,Gates Of The Arctic National Park & Preserve,2089,2693,62,41,7,-153.264132316988,67.9192854407937,AK,Alaska,Alaska,,23,0,8.57
7,NPSA,July,National Park of American Samoa,1822,2748,80,72,10,-169.45380760527,-14.2397277326939,AS,American Samoa,American Samoa,,31,1,8.86
7,VIIS,July,Virgin Islands National Park,30816,2748,87,73,12,-64.7711104889969,18.3537986172337,VI,Virgin Islands,Virgin Islands,,31,1,8.86
7,HAVO,July,Hawaii Volcanoes National Park,143348,2748,93,69,7,-155.211822871939,19.3261421561552,HI,Hawaii,Hawaii,,31,1,8.86
7,HALE,July,Haleakala National Park,101207,2748,72,55,19,-156.147093143192,20.7045121293322,HI,Hawaii,Hawaii,,31,1,8.86
7,DRTO,July,Dry Tortugas National Park,7079,2748,91,78,6,-82.866554231556,24.6543956186476,FL,Florida,Southeast,,31,1,8.86
7,EVER,July,Everglades National Park,58166,2748,67,43,8,-80.9534963862279,25.2722561640483,FL,Florida,Southeast,,31,1,8.86
7,BISC,July,Biscayne National Park,61592,2748,84,78,9,-80.2183015926945,25.4696892466471,FL,Florida,Southeast,,31,1,8.86
7,BIBE,July,Big Bend National Park,17420,2748,95,76,7,-103.229789673023,29.298177668898,TX,Texas,South,,31,1,8.86
7,GUMO,July,Guadalupe Mountains National Park,13908,2748,67,49,7,-104.884347170347,31.9233842093917,TX,Texas,South,,31,1,8.86
7,CAVE,July,Carlsbad Caverns National Park,73281,2748,87,63,4,-104.527765634579,32.1523427539914,NM,New Mexico,Southwest,,31,1,8.86
7,SAGU,July,Saguaro National Park,41814,2748,100,73,5,-110.608314061594,32.1788360853936,AZ,Arizona,Southwest,,31,1,8.86
7,WHSA,July,White Sands National Monument,60123,2748,97,64,5,-106.335072235936,32.7791333760192,NM,New Mexico,Southwest,,31,1,8.86
7,CONG,July,Congaree National Park,9016,2748,91,71,9,-80.8183523261644,33.8062043146765,SC,South Carolina,Southeast,,31,1,8.86
7,JOTR,July,Joshua Tree National Park,102074,2748,99,73,0,-116.159070843561,33.9809652285081,CA,California,West,,31,1,8.86
7,CHIS,July,Channel Islands National Park,43167,2748,75,50,9,-119.725169845147,34.003929782292,CA,California,West,,31,1,8.86
7,HOSP,July,Hot Springs National Park,170647,2748,93,69,7,-93.0897218510827,34.5111382250636,AR,Arkansas,South,,31,1,8.86
7,PEFO,July,Petrified Forest National Park,102180,2748,93,60,5,-109.674717745724,34.9886818040188,AZ,Arizona,Southwest,,31,1,8.86
7,GRSM,July,Great Smoky Mountains National Park,1446340,2748,71,55,14,-83.7710478077257,35.5338112634119,NC,North Carolina,Southeast,,31,1,8.86
7,GRCA,July,Grand Canyon National Park,724884,2748,77,41,5,-112.195863320502,36.1866831412135,AZ,Arizona,Southwest,,31,1,8.86
7,DEVA,July,Death Valley National Park,110712,2748,116,88,0,-117.135111544358,36.4874191006716,CA,California,West,,31,1,8.86
7,PINN,July,Pinnacles National Monument,20288,2748,93,48,0,-121.181100883266,36.4901310064952,CA,California,West,,31,1,8.86
7,MACA,July,Mammoth Cave National Park,105833,2748,89,66,8,-86.1309019819107,37.197604576779,KY,Kentucky,Central,,31,1,8.86
7,MEVE,July,Mesa Verde National Park,111223,2748,84,55,6,-108.500928885895,37.2235131532065,CO,Colorado,Southwest,,31,1,8.86
7,ZION,July,Zion National Park,471867,2748,100,68,5,-112.954431628695,37.2557094971311,UT,Utah,Southwest,,31,1,8.86
7,BRCA,July,Bryce Canyon National Park,302141,2748,79,47,5,-112.182668887441,37.5839914387525,UT,Utah,Southwest,,31,1,8.86
7,GRSA,July,Great Sand Dunes National Park & Preserve,69774,2748,71,55,14,-105.578326305192,37.7599427010072,CO,Colorado,Southwest,,31,1,8.86
7,CARE,July,Capitol Reef National Park,111185,2748,86,62,6,-111.003292945773,37.7959925350174,UT,Utah,Southwest,,31,1,8.86
7,YOSE,July,Yosemite National Park,646820,2748,90,56,1,-119.556007294598,37.8489365691181,CA,California,West,,31,1,8.86
7,CANY,July,Canyonlands National Park,62722,2748,94,69,4,-109.883146255275,38.2720728762148,UT,Utah,Southwest,,31,1,8.86
7,SHEN,July,Shenandoah National Park,174428,2748,82,61,16,-78.6761996287734,38.281082106749,VA,Virginia,Southeast,,31,1,8.86
7,BLCA,July,Black Canyon Of The Gunnison National Park,41363,2748,91,58,8,-107.723980166415,38.5773922528943,CO,Colorado,Southwest,,31,1,8.86
7,ARCH,July,Arches National Park,177800,2748,97,66,3,-109.595456027609,38.7079176322515,UT,Utah,Southwest,,31,1,8.86
7,WOTR,July,Wolf Trap National Park for the Performing Arts,125184,2748,84,66,8,-77.2635541016389,38.9379319964751,VA,Virginia,Southeast,,31,1,8.86
7,GRBA,July,Great Basin National Park,23027,2748,82,52,7,-114.257978174487,38.9461737831271,NV,Nevada,West,,31,1,8.86
7,ROMO,July,Rocky Mountain National Park,803248,2748,69,45,8,-105.698385322314,40.3557983972215,CO,Colorado,Southwest,,31,1,8.86
7,LAVO,July,Lassen Volcanic National Park,104410,2748,77,41,1,-121.412126649044,40.4862202609082,CA,California,West,,31,1,8.86
7,CUVA,July,Cuyahoga Valley National Park,295223,2748,83,65,7,-81.5690344075238,41.2607133550007,OH,Ohio,Central,,31,1,8.86
7,INDU,July,Indiana Dunes National Lakeshore,373970,2748,82,64,7,-87.0324152909807,41.661457848148,IN,Indiana,Central,,31,1,8.86
7,CRLA,July,Crater Lake National Park,150523,2748,73,44,1,-122.135258704593,42.9444360519401,OR,Oregon,Northwest,,31,1,8.86
7,WICA,July,Wind Cave National Park,118081,2748,85,56,7,-103.428776416894,43.6078717812364,SD,South Dakota,West North Central,,31,1,8.86
7,GRTE,July,Grand Teton National Park,706847,2748,67,46,6,-110.705466560382,43.8185356536819,WY,Wyoming,West North Central,,31,1,8.86
7,BADL,July,Badlands National Park,237276,2748,87,64,6,-102.393945095541,43.8340624087368,SD,South Dakota,West North Central,,31,1,8.86
7,ACAD,July,Acadia National Park,632347,2748,76,55,7,-68.244111977338,44.3507513883282,ME,Maine,Northeast,,31,1,8.86
7,YELL,July,Yellowstone National Park,923977,2748,73,39,5,-110.490083022759,44.5830322172137,WY,Wyoming,West North Central,,31,1,8.86
7,MORA,July,Mount Rainier National Park,292305,2748,52,33,7,-121.70574507947,46.8605591990317,WA,Washington,Northwest,,31,1,8.86
7,THRO,July,Theodore Roosevelt National Park,139033,2748,87,55,5,-103.459250806364,46.9536209666581,ND,North Dakota,West North Central,,31,1,8.86
7,OLYM,July,Olympic National Park,525613,2748,62,44,2,-123.619445162923,47.7945352044965,WA,Washington,Northwest,,31,1,8.86
