,Year,JAN,FEB,MAR,APR,MAY,JUNE,JULY,AUG,SEPT,OCT,NOV,DEC,Total,park_code
1310,1986,24708,29684.0,20165.0,21681.0,147767.0,427968.0,663205.0,614295.0,295089.0,94106.0,6414.0,18674.0,2363756,YELL
1311,1985,20919,30590.0,9611.0,21994.0,159597.0,401168.0,648994.0,572352.0,261850.0,72944.0,6726.0,19414.0,2226159,YELL
1312,1984,18864,30067.0,11372.0,18303.0,127555.0,379837.0,667307.0,586631.0,287141.0,76118.0,2273.0,16559.0,2222027,YELL
1313,1983,18329,25647.0,15671.0,17935.0,123437.0,396890.0,704745.0,604247.0,314919.0,103385.0,11955.0,10082.0,2347242,YELL
1314,1982,22523,32204.0,25325.0,28584.0,148257.0,413052.0,688061.0,626834.0,281287.0,74181.0,16673.0,11916.0,2368897,YELL
1315,1981,24924,28590.0,19305.0,21342.0,158762.0,421817.0,701758.0,651977.0,346906.0,91385.0,30202.0,24863.0,2521831,YELL
1316,1980,24757,36373.0,28112.0,32466.0,101988.0,325211.0,557810.0,523549.0,229396.0,93240.0,25773.0,21594.0,2000269,YELL
1317,1979,23605,31992.0,17813.0,34095.0,108952.0,313924.0,493902.0,493915.0,262786.0,76542.0,12698.0,22684.0,1892908,YELL
1318,2019,36860,29813.0,75853.0,207061.0,327975.0,398290.0,401970.0,383458.0,392428.0,232094.0,65748.0,0.0,2551550,BRCA
1319,2018,32433,37132.0,95204.0,185282.0,340351.0,409467.0,430020.0,393821.0,411456.0,227297.0,73053.0,43962.0,2679478,BRCA
1320,2017,27774,32979.0,82110.0,153242.0,330743.0,376786.0,416608.0,403964.0,380586.0,243118.0,74761.0,49013.0,2571684,BRCA
1321,2016,24285,34330.0,92080.0,137698.0,292369.0,380354.0,384390.0,365738.0,366702.0,180925.0,67714.0,38525.0,2365110,BRCA
1322,2015,21949,30090.0,63170.0,123978.0,197742.0,305465.0,265809.0,248654.0,252839.0,152995.0,48745.0,34368.0,1745804,BRCA
1323,2014,18006,21066.0,53422.0,101133.0,157099.0,211989.0,219744.0,230442.0,217004.0,131490.0,44669.0,29677.0,1435741,BRCA
1324,2013,15788,17572.0,51205.0,87023.0,166592.0,210292.0,226736.0,206853.0,203491.0,66747.0,36259.0,23317.0,1311875,BRCA
1325,2012,16265,18680.0,42546.0,89738.0,163348.0,198749.0,220851.0,211071.0,242075.0,123308.0,36251.0,22470.0,1385352,BRCA
1326,2011,13446,14536.0,35654.0,78147.0,142067.0,202943.0,219564.0,223659.0,194029.0,117262.0,33402.0,21291.0,1296000,BRCA
1327,2010,12402,14957.0,38460.0,72125.0,154228.0,190632.0,235722.0,211111.0,213022.0,96075.0,30633.0,16125.0,1285492,BRCA
1328,2009,13118,33512.0,46912.0,82012.0,129863.0,174582.0,199518.0,194750.0,186023.0,105790.0,33695.0,16602.0,1216377,BRCA
1329,2008,11024,14488.0,42956.0,75143.0,107709.0,172120.0,183100.0,173837.0,156547.0,64776.0,26575.0,15046.0,1043321,BRCA
1330,2007,11493,13873.0,37298.0,76671.0,118269.0,152132.0,154166.0,160379.0,149393.0,90861.0,32988.0,15040.0,1012563,BRCA
1331,2006,13772,15329.0,31152.0,74520.0,104013.0,125785.0,138960.0,135491.0,119800.0,82216.0,32257.0,17381.0,890676,BRCA
1332,2005,11098,17219.0,38748.0,56390.0,114249.0,154760.0,174099.0,165818.0,152109.0,83564.0,31923.0,17704.0,1017681,BRCA
1333,2004,12911,12708.0,37785.0,75449.0,110922.0,141240.0,156430.0,157487.0,160851.0,81867.0,23834.0,15769.0,987253,BRCA
1334,2003,14818,13220.0,31843.0,58817.0,89990.0,133567.0,129448.0,148407.0,142962.0,95542.0,29710.0,15436.0,903760,BRCA
1335,2002,19146,22014.0,41829.0,66326.0,97798.0,129210.0,135104.0,124549.0,130362.0,77732.0,25971.0,16395.0,886436,BRCA
1336,2001,21183,21775.0,39669.0,70719.0,108729.0,163102.0,182108.0,179810.0,148641.0,80160.0,33360.0,19363.0,1068619,BRCA
1337,2000,13491,16242.0,33521.0,82038.0,108148.0,152280.0,194101.0,192429.0,165866.0,83947.0,33591.0,23621.0,1099275,BRCA
1338,1999,16331,15229.0,42255.0,61735.0,91461.0,142111.0,170847.0,198985.0,194063.0,99442.0,34170.0,14892.0,1081521,BRCA
1339,1998,13656,12608.0,34282.0,61662.0,116179.0,163381.0,192913.0,188294.0,202986.0,114653.0,48525.0,17192.0,1166331,BRCA
1340,1997,12957,15870.0,70022.0,70353.0,121166.0,150390.0,169270.0,219725.0,189280.0,111249.0,29469.0,15073.0,1174824,BRCA
1341,1996,24302,25544.0,68649.0,86414.0,120132.0,173431.0,161919.0,231120.0,184492.0,116245.0,27213.0,50139.0,1269600,BRCA
1342,1995,12398,17443.0,30835.0,63451.0,96288.0,147279.0,176577.0,180897.0,161169.0,80503.0,15602.0,12106.0,994548,BRCA
1343,1994,15278,9535.0,28973.0,49044.0,87482.0,152793.0,261192.0,177876.0,145569.0,65940.0,18881.0,15571.0,1028134,BRCA
1344,1993,9089,10680.0,24148.0,67033.0,121063.0,164470.0,216739.0,208988.0,146799.0,97985.0,25778.0,15179.0,1107951,BRCA
1345,1992,10614,11679.0,22727.0,64288.0,108951.0,156278.0,184940.0,187498.0,131676.0,102552.0,24050.0,12921.0,1018174,BRCA
1346,1991,7115,10894.0,21189.0,45855.0,103464.0,140259.0,169643.0,188759.0,116125.0,94860.0,18857.0,12047.0,929067,BRCA
1347,1990,7070,7580.0,19071.0,54744.0,93384.0,129038.0,157620.0,176378.0,107697.0,81048.0,19059.0,9970.0,862659,BRCA
1348,1989,6648,7783.0,18543.0,52635.0,90813.0,122639.0,150229.0,155522.0,97854.0,75039.0,18939.0,11401.0,808045,BRCA
1349,1988,4817,7277.0,17112.0,42493.0,86275.0,124453.0,160175.0,149395.0,99595.0,73800.0,17300.0,8656.0,791348,BRCA
1350,1987,5204,5295.0,11955.0,35129.0,87877.0,116797.0,141384.0,143636.0,91174.0,59671.0,13308.0,6912.0,718342,BRCA
1351,1986,4009,4523.0,13303.0,25824.0,64445.0,95120.0,121833.0,119427.0,68839.0,42120.0,10795.0,7780.0,578018,BRCA
1352,1985,3327,3649.0,8798.0,25353.0,59282.0,82297.0,97845.0,98552.0,74530.0,35749.0,7227.0,4173.0,500782,BRCA
1353,1984,3465,5209.0,9455.0,23319.0,60919.0,82263.0,91539.0,96068.0,74660.0,37167.0,7278.0,3762.0,495104,BRCA
1354,1983,3487,4246.0,8952.0,16807.0,50476.0,76341.0,98045.0,91136.0,71289.0,38573.0,8702.0,4579.0,472633,BRCA
1355,1982,3176,4210.0,9286.0,23380.0,60942.0,76843.0,97296.0,91436.0,58755.0,34485.0,8269.0,3439.0,471517,BRCA
1356,1981,6760,4455.0,11683.0,27928.0,62701.0,75978.0,93179.0,73019.0,66800.0,38729.0,8405.0,4455.0,474092,BRCA
1357,1980,3598,4278.0,8788.0,21942.0,58572.0,111333.0,129063.0,105209.0,72256.0,38174.0,10662.0,7666.0,571541,BRCA
1358,1979,3458,4535.0,9227.0,24124.0,61698.0,98904.0,117209.0,117642.0,74278.0,34069.0,7138.0,5813.0,558095,BRCA
1359,2019,11893,12368.0,73416.0,147156.0,196840.0,151410.0,129372.0,127341.0,170057.0,146664.0,42859.0,0.0,1209376,CARE
1360,2018,15526,21053.0,84364.0,137321.0,193280.0,149564.0,140103.0,121651.0,166826.0,138490.0,42478.0,16971.0,1227627,CARE
1361,2017,10546,15835.0,58636.0,146830.0,175686.0,135677.0,137856.0,113514.0,168104.0,119114.0,48101.0,20266.0,1150165,CARE
1362,2016,10714,15529.0,63776.0,90702.0,174851.0,132427.0,125552.0,105670.0,150775.0,137855.0,38628.0,18425.0,1064904,CARE
1363,2015,9083,15187.0,49126.0,84453.0,131165.0,118355.0,129060.0,121043.0,135543.0,103721.0,33425.0,10868.0,941029,CARE
1364,2014,10548,10315.0,40384.0,70564.0,120903.0,96034.0,90103.0,94104.0,120901.0,95466.0,24849.0,12343.0,786514,CARE
1365,2013,5915,7608.0,39512.0,53120.0,114082.0,90063.0,87889.0,77279.0,102187.0,57139.0,20600.0,8276.0,663670,CARE
1366,2012,10752,8080.0,26473.0,61049.0,103679.0,88105.0,82872.0,84895.0,98812.0,81213.0,20047.0,7368.0,673345,CARE
1367,2011,6614,7596.0,26318.0,61751.0,88387.0,104752.0,99998.0,79717.0,97230.0,69650.0,17561.0,9260.0,668834,CARE
1368,2010,5999,6436.0,21848.0,56137.0,100098.0,92844.0,89045.0,81665.0,111460.0,73327.0,16115.0,7687.0,662661,CARE
1369,2009,6200,7561.0,23052.0,54627.0,92630.0,81430.0,84737.0,72759.0,95922.0,73782.0,17171.0,7337.0,617208,CARE
1370,2008,7397,10149.0,32754.0,52504.0,85845.0,78268.0,79735.0,86279.0,92384.0,55865.0,18060.0,5571.0,604811,CARE
1371,2007,5904,7167.0,24592.0,58371.0,81026.0,74525.0,63676.0,69827.0,88350.0,57927.0,17200.0,6342.0,554907,CARE
1372,2006,5075,6834.0,18086.0,55649.0,76723.0,66146.0,65369.0,62766.0,81145.0,52611.0,15611.0,5496.0,511511,CARE
1373,2005,4604,6462.0,28917.0,47550.0,83056.0,77067.0,74409.0,64961.0,79673.0,56577.0,16515.0,10464.0,550255,CARE
1374,2004,6727,6428.0,27809.0,56191.0,77391.0,72153.0,69685.0,71658.0,84771.0,58850.0,12543.0,5502.0,549708,CARE
1375,2003,8932,8448.0,22280.0,50657.0,74452.0,70856.0,65030.0,65174.0,80415.0,62967.0,18705.0,7525.0,535441,CARE
1376,2002,7968,8217.0,30337.0,51268.0,72191.0,72778.0,59930.0,61201.0,78550.0,58973.0,19185.0,5048.0,525646,CARE
1377,2001,7342,8982.0,27354.0,60251.0,72417.0,70812.0,66766.0,67835.0,72060.0,50164.0,17441.0,6336.0,527760,CARE
1378,2000,8949,9689.0,26889.0,60825.0,93352.0,83076.0,86753.0,75075.0,87482.0,55050.0,17601.0,7915.0,612656,CARE
1379,1999,10552,9645.0,35406.0,54092.0,130948.0,79044.0,71084.0,94006.0,98160.0,67488.0,21657.0,8071.0,680153,CARE
1380,1998,11124,12075.0,34325.0,65288.0,105122.0,85964.0,77882.0,75997.0,90136.0,63681.0,25463.0,8969.0,656026,CARE
1381,1997,7723,10713.0,45192.0,44569.0,95953.0,84016.0,91367.0,77067.0,81820.0,52634.0,20663.0,13963.0,625680,CARE
1382,1996,7305,11295.0,29238.0,63221.0,84665.0,85070.0,92551.0,91483.0,114578.0,70778.0,18281.0,9547.0,678012,CARE
1383,1995,8294,10981.0,25562.0,53834.0,83877.0,92784.0,87579.0,91475.0,100508.0,66806.0,17876.0,9288.0,648864,CARE
1384,1994,16615,21013.0,37144.0,41541.0,87306.0,76720.0,74137.0,81234.0,89958.0,56265.0,11971.0,11420.0,605324,CARE
1385,1993,4872,5744.0,20203.0,53187.0,80006.0,80186.0,88387.0,92526.0,102782.0,61880.0,14396.0,6538.0,610707,CARE
1386,1992,8277,10539.0,26201.0,66628.0,84393.0,86740.0,92154.0,99772.0,95637.0,73195.0,16246.0,16055.0,675837,CARE
1387,1991,5685,10255.0,28511.0,44605.0,86038.0,81796.0,94390.0,83101.0,94876.0,63409.0,15502.0,9888.0,618056,CARE
1388,1990,5527,5281.0,28549.0,67439.0,81670.0,74465.0,65649.0,78935.0,73289.0,54299.0,18645.0,8729.0,562477,CARE
1389,1989,3905,6313.0,33690.0,47507.0,69315.0,67716.0,67597.0,75299.0,72531.0,45763.0,17246.0,8396.0,515278,CARE
1390,1988,3363,8721.0,24483.0,36511.0,68157.0,61613.0,70362.0,61266.0,71125.0,45638.0,14319.0,3998.0,469556,CARE
1391,1987,4590,7157.0,13319.0,43348.0,69238.0,50320.0,64005.0,65168.0,52959.0,42531.0,10794.0,5379.0,428808,CARE
1392,1986,5227,8993.0,28306.0,26234.0,47602.0,46390.0,60575.0,65104.0,46209.0,34243.0,9421.0,5438.0,383742,CARE
1393,1985,3990,3999.0,11190.0,30541.0,50178.0,50074.0,49074.0,51836.0,35985.0,24476.0,6050.0,3110.0,320503,CARE
1394,1984,3978,4491.0,11893.0,27205.0,41054.0,52351.0,45532.0,44873.0,27862.0,23946.0,8462.0,4583.0,296230,CARE
1395,1983,3119,4816.0,10631.0,24108.0,50608.0,51792.0,55160.0,44430.0,45544.0,29719.0,7757.0,4050.0,331734,CARE
1396,1982,1920,4459.0,8146.0,28593.0,40155.0,50694.0,46786.0,42672.0,30578.0,25046.0,6970.0,3467.0,289486,CARE
1397,1981,5573,4873.0,9245.0,41465.0,60189.0,64536.0,74350.0,55757.0,46058.0,25615.0,6984.0,3144.0,397789,CARE
1398,1980,1501,3682.0,9870.0,33379.0,55838.0,61645.0,61719.0,55034.0,31818.0,18369.0,6421.0,3512.0,342788,CARE
1399,1979,1620,2471.0,9661.0,39171.0,46359.0,45839.0,39455.0,39963.0,33191.0,22473.0,5933.0,2724.0,288860,CARE
1400,2019,111954,112925.0,178553.0,177696.0,155378.0,122013.0,142580.0,165632.0,168894.0,138152.0,132013.0,135844.0,1741634,DEVA
1401,2018,80396,129711.0,163823.0,140669.0,158670.0,110111.0,142972.0,182929.0,150012.0,176518.0,126623.0,116226.0,1678660,DEVA
1402,2017,66867,78586.0,108119.0,107559.0,105660.0,85150.0,135277.0,172052.0,138167.0,111268.0,91802.0,94320.0,1294827,DEVA
1403,2016,69229,93970.0,209282.0,109486.0,101842.0,53042.0,103950.0,116843.0,141517.0,110588.0,99779.0,86755.0,1296283,DEVA
1404,2015,79547,75606.0,109421.0,107352.0,122137.0,95496.0,113672.0,111467.0,88005.0,102672.0,73477.0,75991.0,1154843,DEVA
1405,2014,59718,66371.0,90386.0,107089.0,122761.0,81146.0,79329.0,123363.0,110593.0,96526.0,80573.0,83457.0,1101312,DEVA
1406,2013,60868,69596.0,104159.0,99741.0,93874.0,74910.0,80393.0,90631.0,94989.0,68345.0,65899.0,48567.0,951972,DEVA
1407,2012,61713,64439.0,85680.0,96944.0,81636.0,70245.0,97488.0,116560.0,106510.0,61723.0,76490.0,65140.0,984568,DEVA
1408,2011,53158,75164.0,87843.0,155234.0,63296.0,92244.0,107539.0,73237.0,98093.0,50717.0,58123.0,32219.0,946867,DEVA
1409,2010,54678,79196.0,133300.0,158319.0,63622.0,98967.0,103919.0,65201.0,92876.0,47898.0,59756.0,27043.0,984775,DEVA
1410,2009,46010,45168.0,92935.0,68675.0,64187.0,94520.0,59806.0,103181.0,90401.0,75587.0,62533.0,25571.0,828574,DEVA
1411,2008,22274,33008.0,108197.0,76141.0,83457.0,65350.0,107479.0,114524.0,109326.0,71902.0,51181.0,29099.0,871938,DEVA
1412,2007,33933,31820.0,62036.0,62265.0,66975.0,50866.0,57166.0,72478.0,63281.0,82269.0,65588.0,55445.0,704122,DEVA
1413,2006,47518,57656.0,79684.0,77945.0,71881.0,50011.0,56990.0,81482.0,80212.0,74215.0,29970.0,36876.0,744440,DEVA
1414,2005,26104,37201.0,128271.0,99117.0,56257.0,26718.0,79294.0,75828.0,84526.0,73927.0,62003.0,50867.0,800113,DEVA
1415,2004,52401,64861.0,96111.0,96662.0,77981.0,60618.0,80405.0,50191.0,59984.0,52428.0,46480.0,26698.0,764820,DEVA
1416,2003,63268,63109.0,91999.0,85781.0,77385.0,60105.0,67004.0,84638.0,82806.0,80112.0,70637.0,63531.0,890375,DEVA
1417,2002,84086,103154.0,65719.0,92395.0,72730.0,36083.0,54421.0,88906.0,77880.0,87103.0,73353.0,61766.0,897596,DEVA
1418,2001,74842,68007.0,110042.0,90584.0,102728.0,58287.0,103626.0,96219.0,87740.0,92709.0,60387.0,69465.0,1014636,DEVA
1419,2000,82233,80507.0,127724.0,122307.0,80694.0,89436.0,99726.0,115615.0,108143.0,106082.0,95306.0,71321.0,1179094,DEVA
1420,1999,81499,83789.0,108320.0,140531.0,106057.0,89122.0,102365.0,135758.0,120817.0,106842.0,87321.0,65162.0,1227583,DEVA
1421,1998,72109,88154.0,113150.0,119538.0,105766.0,86607.0,100312.0,127707.0,118478.0,102754.0,86624.0,56547.0,1177746,DEVA
1422,1997,107528,103219.0,106111.0,109419.0,93513.0,89425.0,100492.0,124865.0,118119.0,97461.0,80291.0,57769.0,1188212,DEVA
1423,1996,86770,85656.0,105330.0,128249.0,77794.0,95219.0,98900.0,119438.0,121788.0,107685.0,83618.0,78768.0,1189215,DEVA
1424,1995,57622,74545.0,67310.0,178039.0,96801.0,90968.0,71244.0,86075.0,114879.0,104502.0,114193.0,53243.0,1109421,DEVA
1425,1994,52326,67826.0,86789.0,116188.0,73637.0,63748.0,78797.0,94354.0,92122.0,99691.0,107714.0,38295.0,971487,DEVA
1426,1993,53338,69589.0,87845.0,139827.0,87781.0,79848.0,89432.0,91752.0,71787.0,94480.0,82685.0,50110.0,998474,DEVA
1427,1992,55077,92055.0,83772.0,91260.0,77034.0,42468.0,65494.0,69150.0,63409.0,94369.0,83766.0,51329.0,869183,DEVA
1428,1991,40558,43071.0,50748.0,44601.0,78731.0,56688.0,49389.0,54118.0,89689.0,83191.0,85365.0,67459.0,743608,DEVA
1429,1990,54249,71213.0,71937.0,98953.0,54616.0,55695.0,41359.0,40393.0,52379.0,58675.0,48491.0,43005.0,690965,DEVA
1430,1989,40105,54525.0,76346.0,84997.0,48178.0,47343.0,44652.0,56322.0,44893.0,58599.0,58485.0,50004.0,664449,DEVA
1431,1988,53959,71835.0,76656.0,84515.0,40851.0,57100.0,40199.0,64299.0,45618.0,56316.0,62152.0,38767.0,692267,DEVA
1432,1987,52157,58965.0,62628.0,82702.0,52395.0,42684.0,41259.0,53563.0,48771.0,53411.0,66671.0,50139.0,665345,DEVA
1433,1986,59357,58932.0,61535.0,58116.0,38487.0,36118.0,38332.0,50199.0,47288.0,47609.0,51550.0,39145.0,586668,DEVA
1434,1985,43313,73195.0,79999.0,66615.0,45738.0,39234.0,27205.0,31244.0,30652.0,48736.0,49831.0,40917.0,576679,DEVA
1435,1984,52998,71886.0,77748.0,88434.0,52051.0,51204.0,30904.0,21901.0,41447.0,51357.0,56366.0,24901.0,621197,DEVA
1436,1983,56900,62049.0,58312.0,93974.0,55860.0,38869.0,39535.0,27676.0,33008.0,51010.0,81733.0,36656.0,635582,DEVA
1437,1982,62456,70195.0,77554.0,100848.0,52587.0,43775.0,42430.0,41805.0,43221.0,50003.0,55978.0,39140.0,679992,DEVA
1438,1981,45275,62663.0,59207.0,71642.0,46658.0,44416.0,42229.0,50357.0,43233.0,54979.0,57177.0,52566.0,630402,DEVA
1439,1980,53101,54261.0,68992.0,95760.0,60702.0,36038.0,35186.0,36175.0,36856.0,45699.0,58740.0,36630.0,618140,DEVA
1440,1979,52281,61973.0,64795.0,96555.0,53842.0,38565.0,42201.0,42191.0,40850.0,35238.0,65732.0,36929.0,631152,DEVA
1441,2019,6179,6937.0,7417.0,7720.0,8124.0,8041.0,7692.0,6658.0,4694.0,4432.0,5336.0,5970.0,79200,DRTO
1442,2018,4236,6474.0,5509.0,4908.0,5488.0,5854.0,6162.0,6484.0,4845.0,643.0,4921.0,1286.0,56810,DRTO
1443,2017,4492,3900.0,7200.0,6880.0,5908.0,5568.0,5628.0,4276.0,176.0,233.0,5020.0,5000.0,54281,DRTO
1444,2016,4616,1313.0,7167.0,6729.0,7095.0,8969.0,7692.0,6834.0,6329.0,4347.0,6262.0,6308.0,73661,DRTO
1445,2015,6092,5213.0,7227.0,7112.0,7010.0,7374.0,7171.0,5392.0,5278.0,4043.0,3337.0,5613.0,70862,DRTO
1446,2014,4907,4934.0,5535.0,7629.0,7646.0,4280.0,6659.0,6113.0,4313.0,3415.0,3748.0,5686.0,64865,DRTO
1447,2013,7565,4796.0,5340.0,5692.0,5975.0,5376.0,5720.0,5098.0,3458.0,1693.0,3246.0,4442.0,58401,DRTO
1448,2012,6072,7004.0,9924.0,4323.0,6324.0,4068.0,5829.0,4187.0,2805.0,2991.0,3295.0,3728.0,60550,DRTO
1449,2011,3142,4706.0,4578.0,5811.0,11166.0,11518.0,11164.0,5481.0,3910.0,3006.0,5212.0,5477.0,75171,DRTO
1450,2010,2975,2974.0,6156.0,4785.0,5316.0,7584.0,7073.0,4978.0,2526.0,1929.0,4509.0,3085.0,53890,DRTO
1451,2009,3685,4339.0,5396.0,5546.0,5227.0,5271.0,7116.0,4291.0,2407.0,1996.0,2890.0,3847.0,52011,DRTO
1452,2008,3648,4534.0,5749.0,7251.0,6049.0,7048.0,7695.0,4011.0,2448.0,4124.0,5199.0,6191.0,63947,DRTO
1453,2007,4966,4159.0,6219.0,6055.0,6045.0,7230.0,7119.0,5689.0,2753.0,2468.0,4184.0,4008.0,60895,DRTO
1454,2006,3316,4142.0,6295.0,6956.0,7831.0,7725.0,7313.0,4159.0,2907.0,3021.0,4459.0,5998.0,64122,DRTO
1455,2005,4682,5792.0,7782.0,7440.0,7988.0,7765.0,6588.0,5391.0,1122.0,2247.0,1047.0,3921.0,61765,DRTO
1456,2004,5550,5152.0,6766.0,8495.0,8172.0,8202.0,7835.0,2785.0,1365.0,4365.0,4668.0,4562.0,67917,DRTO
1457,2003,4639,5930.0,7251.0,7961.0,8519.0,8016.0,8184.0,6586.0,3455.0,4997.0,4646.0,4557.0,74741,DRTO
1458,2002,5315,6379.0,8210.0,9295.0,9002.0,8512.0,8691.0,6820.0,3323.0,4696.0,4339.0,5000.0,79582,DRTO
1459,2001,5561,7178.0,7490.0,8700.0,9904.0,8857.0,7957.0,6697.0,3638.0,3669.0,4539.0,4996.0,79186,DRTO
1460,2000,5757,6913.0,9305.0,9201.0,9997.0,9020.0,9174.0,6706.0,3447.0,3927.0,5899.0,4358.0,83704,DRTO
1461,1999,4334,5581.0,7299.0,8991.0,8760.0,8100.0,8018.0,6778.0,3469.0,2920.0,4473.0,5463.0,74186,DRTO
1462,1998,3967,3606.0,4818.0,6583.0,8704.0,7139.0,6878.0,5826.0,2127.0,1889.0,3733.0,4866.0,60136,DRTO
1463,1997,2552,3455.0,4117.0,4957.0,5887.0,5398.0,4974.0,4445.0,2673.0,2756.0,3336.0,2674.0,47224,DRTO
1464,1996,1924,2771.0,2439.0,3505.0,4506.0,3635.0,4183.0,3420.0,2170.0,1479.0,2429.0,2666.0,35127,DRTO
1465,1995,2514,2310.0,3858.0,4524.0,4622.0,2998.0,3155.0,2843.0,1550.0,1323.0,1964.0,1209.0,32870,DRTO
1466,1994,1079,1448.0,1529.0,1709.0,1826.0,1899.0,1363.0,1209.0,948.0,869.0,1138.0,1719.0,16736,DRTO
1467,1993,1879,2407.0,2069.0,2979.0,2949.0,1417.0,2901.0,2669.0,1104.0,1722.0,897.0,1027.0,24020,DRTO
1468,1992,1374,1452.0,1894.0,3065.0,2685.0,1471.0,1984.0,2265.0,1564.0,1327.0,1334.0,1166.0,21581,DRTO
1469,1991,1589,1846.0,1410.0,1894.0,2509.0,2127.0,1713.0,1600.0,1138.0,798.0,878.0,729.0,18231,DRTO
1470,1990,1282,1139.0,1371.0,2061.0,2913.0,2006.0,1996.0,2173.0,1239.0,1198.0,1145.0,879.0,19402,DRTO
1471,1989,1386,993.0,2020.0,2406.0,2512.0,1894.0,1842.0,2086.0,1048.0,1193.0,1234.0,827.0,19441,DRTO
1472,1988,621,1028.0,1547.0,2519.0,2209.0,1426.0,1949.0,2039.0,813.0,679.0,981.0,1126.0,16937,DRTO
1473,1987,836,1158.0,1362.0,1907.0,2346.0,1393.0,3001.0,1555.0,1011.0,453.0,750.0,543.0,16315,DRTO
1474,1986,919,994.0,1599.0,1958.0,1841.0,2143.0,1477.0,1288.0,714.0,805.0,974.0,667.0,15379,DRTO
1475,1985,857,1001.0,1701.0,1515.0,1704.0,1131.0,1199.0,1294.0,505.0,796.0,741.0,769.0,13213,DRTO
1476,1984,508,721.0,1211.0,1399.0,1782.0,1172.0,1086.0,937.0,648.0,840.0,598.0,998.0,11900,DRTO
1477,1983,491,746.0,932.0,1424.0,2076.0,1236.0,1072.0,736.0,585.0,637.0,481.0,588.0,11004,DRTO
1478,1982,797,1168.0,1288.0,1371.0,1449.0,703.0,885.0,807.0,544.0,586.0,483.0,619.0,10700,DRTO
1479,1981,631,732.0,1194.0,1298.0,1585.0,1205.0,1025.0,668.0,419.0,465.0,405.0,523.0,10150,DRTO
1480,1980,708,692.0,832.0,1171.0,1093.0,1078.0,1040.0,647.0,285.0,425.0,267.0,406.0,8644,DRTO
1481,1979,495,527.0,845.0,966.0,1479.0,1267.0,891.0,802.0,216.0,477.0,532.0,579.0,9076,DRTO
1482,2019,18962,51416.0,164238.0,138309.0,165964.0,296149.0,583866.0,208999.0,127764.0,122771.0,91836.0,0.0,1970274,JEFF
1483,2018,40170,52068.0,136466.0,116666.0,143522.0,212462.0,634978.0,241684.0,154380.0,141037.0,90061.0,52686.0,2016180,JEFF
1484,2017,30163,30233.0,74140.0,91530.0,120796.0,186788.0,245532.0,217438.0,120806.0,115574.0,88069.0,77119.0,1398188,JEFF
1485,2016,16552,8387.0,8387.0,98719.0,138336.0,207288.0,264652.0,173446.0,120732.0,119830.0,83136.0,32390.0,1271855,JEFF
1486,2015,51474,39539.0,130502.0,137609.0,179949.0,236179.0,306785.0,213293.0,135086.0,115196.0,85422.0,67622.0,1698656,JEFF
1487,2014,46152,46773.0,157328.0,155470.0,195476.0,262197.0,343547.0,248366.0,113843.0,115680.0,73153.0,59106.0,1817091,JEFF
1488,2013,57737,60013.0,163183.0,153434.0,196822.0,265408.0,809266.0,274111.0,148261.0,68067.0,109961.0,70995.0,2377258,JEFF
1489,2012,56326,67671.0,187038.0,172210.0,197670.0,284592.0,805362.0,243878.0,152261.0,139189.0,105522.0,85007.0,2496726,JEFF
1490,2011,54696,54884.0,133246.0,153804.0,179766.0,178809.0,815418.0,224103.0,143292.0,142409.0,97614.0,80979.0,2259020,JEFF
1491,2010,57518,61079.0,162697.0,175883.0,195918.0,247616.0,817243.0,240563.0,159827.0,149590.0,105479.0,62697.0,2436110,JEFF
1492,2009,67708,77608.0,148648.0,159656.0,195478.0,254753.0,659749.0,335663.0,152976.0,130503.0,102587.0,74780.0,2360109,JEFF
1493,2008,59291,62121.0,143284.0,131112.0,202886.0,237567.0,332003.0,232820.0,130797.0,246550.0,107076.0,69303.0,1954810,JEFF
1494,2007,58501,61331.0,150464.0,179131.0,193919.0,243622.0,770243.0,262811.0,166798.0,145347.0,90539.0,62681.0,2385387,JEFF
1495,2006,86281,93943.0,184065.0,204230.0,203212.0,259517.0,664268.0,334203.0,175177.0,151276.0,117678.0,98222.0,2572072,JEFF
1496,2005,65361,92084.0,162410.0,185587.0,240362.0,310340.0,1021406.0,306269.0,157892.0,166615.0,133547.0,103103.0,2944976,JEFF
1497,2004,62216,63842.0,135784.0,155397.0,186184.0,257932.0,993065.0,363580.0,162690.0,173606.0,127837.0,97217.0,2779350,JEFF
1498,2003,65373,59952.0,155742.0,156952.0,213776.0,292498.0,948606.0,306975.0,144278.0,154375.0,110794.0,75898.0,2685219,JEFF
1499,2002,77671,93669.0,178021.0,196060.0,273776.0,415372.0,1064956.0,425455.0,193631.0,180613.0,140202.0,94028.0,3333454,JEFF
1500,2001,68507,95206.0,225255.0,232339.0,268812.0,501324.0,1160953.0,408825.0,171334.0,155016.0,137600.0,107353.0,3532524,JEFF
1501,2000,72591,103776.0,201028.0,231541.0,278890.0,383618.0,1162217.0,349855.0,239739.0,202920.0,158143.0,74638.0,3458956,JEFF
1502,1999,60529,111853.0,207807.0,226723.0,309450.0,353242.0,1105431.0,408753.0,205643.0,190409.0,197657.0,103545.0,3481042,JEFF
1503,1998,83855,105184.0,167939.0,225023.0,278773.0,354364.0,1080374.0,417868.0,210827.0,166240.0,203636.0,126269.0,3420352,JEFF
