,Year,JAN,FEB,MAR,APR,MAY,JUNE,JULY,AUG,SEPT,OCT,NOV,DEC,Total,park_code
1959,1987,117543,113758.0,73525.0,72053.0,89584.0,123090.0,132636.0,80332.0,87986.0,97549.0,71514.0,53835.0,1113405,CUVA
1960,1986,137888,128684.0,65974.0,80547.0,92016.0,92614.0,141857.0,71387.0,62263.0,79965.0,39480.0,49473.0,1042148,CUVA
1961,1985,167254,132671.0,40798.0,76752.0,68569.0,85848.0,101033.0,70038.0,72240.0,85060.0,28020.0,76575.0,1004858,CUVA
1962,1984,153808,138673.0,43072.0,57705.0,56950.0,94192.0,129041.0,88092.0,74067.0,129033.0,32493.0,21702.0,1018828,CUVA
1963,1983,75729,110218.0,54692.0,47477.0,49916.0,89192.0,90601.0,66126.0,117488.0,80085.0,68273.0,89765.0,939562,CUVA
1964,1982,47000,28000.0,28000.0,79000.0,86536.0,67928.0,62243.0,91210.0,87929.0,72917.0,37982.0,29070.0,717815,CUVA
1965,1981,43000,26000.0,26400.0,72000.0,108000.0,85000.0,52600.0,52000.0,46000.0,43500.0,17900.0,23900.0,596300,CUVA
1966,1980,15700,36300.0,26200.0,81000.0,94000.0,81000.0,59500.0,48500.0,41200.0,41300.0,16500.0,22100.0,563300,CUVA
1967,1979,26500,38500.0,24500.0,55000.0,76000.0,71500.0,51500.0,52500.0,49000.0,52500.0,23225.0,22300.0,543025,CUVA
1968,2019,8646,6561.0,7944.0,12477.0,25170.0,63803.0,105535.0,98109.0,75503.0,88428.0,12879.0,11985.0,517040,LAVO
1969,2018,10263,7194.0,7773.0,21216.0,34144.0,75220.0,114368.0,91422.0,75514.0,45236.0,9480.0,7605.0,499435,LAVO
1970,2017,9231,7203.0,7002.0,10518.0,31173.0,58880.0,122834.0,111514.0,88592.0,40581.0,10335.0,9393.0,507256,LAVO
1971,2016,9627,8730.0,8967.0,12294.0,29355.0,74193.0,120958.0,105114.0,88631.0,64396.0,8373.0,5430.0,536068,LAVO
1972,2015,9084,7212.0,8262.0,10980.0,31023.0,63211.0,106868.0,106166.0,70956.0,37395.0,8829.0,8106.0,468092,LAVO
1973,2014,5787,5835.0,8472.0,8434.0,29121.0,66774.0,98926.0,93162.0,62349.0,33405.0,10392.0,10320.0,432977,LAVO
1974,2013,14298,7611.0,5847.0,9906.0,26468.0,67368.0,102986.0,104876.0,64968.0,7086.0,11246.0,4749.0,427409,LAVO
1975,2012,6702,5970.0,1758.0,9867.0,28548.0,56793.0,98098.0,91293.0,59874.0,35415.0,6531.0,6804.0,407653,LAVO
1976,2011,7518,4644.0,7119.0,6402.0,20024.0,44712.0,83008.0,70924.0,68174.0,27290.0,5949.0,5505.0,351269,LAVO
1977,2010,8364,4842.0,7146.0,7428.0,18154.0,50934.0,90517.0,74012.0,63200.0,45603.0,7908.0,6462.0,384570,LAVO
1978,2009,6390,7149.0,6555.0,6492.0,21683.0,54537.0,82833.0,81082.0,57226.0,24094.0,9087.0,8511.0,365639,LAVO
1979,2008,6303,5568.0,6996.0,7722.0,22446.0,54644.0,84863.0,85597.0,60012.0,27025.0,8610.0,7575.0,377361,LAVO
1980,2007,6489,5127.0,7026.0,8826.0,28153.0,58337.0,91548.0,92588.0,55086.0,25758.0,9555.0,6564.0,395057,LAVO
1981,2006,6795,6231.0,6289.0,7186.0,20568.0,43326.0,95757.0,85089.0,69602.0,34044.0,7857.0,5997.0,388741,LAVO
1982,2005,7207,5946.0,7146.0,7620.0,21294.0,49790.0,90440.0,81669.0,53655.0,27263.0,7955.0,5550.0,365535,LAVO
1983,2004,7318,4934.0,7612.0,9552.0,24648.0,54481.0,88936.0,83013.0,57542.0,27231.0,7881.0,6519.0,379667,LAVO
1984,2003,8046,7068.0,7294.0,8403.0,19656.0,49339.0,94453.0,91650.0,72273.0,31890.0,7748.0,6564.0,404384,LAVO
1985,2002,7941,6840.0,7506.0,8520.0,23456.0,51294.0,91554.0,82452.0,59986.0,32275.0,10322.0,6003.0,388149,LAVO
1986,2001,5862,6417.0,7785.0,6875.0,25775.0,54387.0,84823.0,81285.0,55552.0,29998.0,10166.0,7770.0,376695,LAVO
1987,2000,6132,7839.0,8370.0,9920.0,22861.0,57636.0,91297.0,73770.0,53677.0,26221.0,8743.0,8445.0,374911,LAVO
1988,1999,7984,5431.0,5811.0,5826.0,17568.0,41215.0,84288.0,83530.0,52602.0,30677.0,10292.0,8532.0,353756,LAVO
1989,1998,6963,6260.0,10618.0,12012.0,10383.0,24921.0,72179.0,79809.0,57388.0,23696.0,6578.0,7242.0,318049,LAVO
1990,1997,2596,5009.0,5474.0,5381.0,18595.0,61923.0,97613.0,104750.0,44010.0,27271.0,10515.0,8679.0,391816,LAVO
1991,1996,3470,5773.0,6809.0,4650.0,12437.0,35083.0,88750.0,97312.0,62095.0,25710.0,4962.0,4581.0,351632,LAVO
1992,1995,5757,8803.0,5115.0,5996.0,14145.0,25848.0,74212.0,99187.0,71827.0,31283.0,7073.0,1755.0,351001,LAVO
1993,1994,10657,7457.0,6970.0,10125.0,27199.0,61816.0,80683.0,93276.0,49622.0,24729.0,6119.0,6836.0,385489,LAVO
1994,1993,17267,18225.0,15394.0,10755.0,15543.0,37410.0,94632.0,101554.0,74136.0,31345.0,10649.0,7354.0,434264,LAVO
1995,1992,22682,21960.0,15530.0,13316.0,30906.0,62316.0,90437.0,92052.0,60165.0,32731.0,10838.0,15078.0,468011,LAVO
1996,1991,9186,8307.0,24226.0,11533.0,22124.0,51216.0,98460.0,110739.0,68746.0,35830.0,10427.0,12385.0,463179,LAVO
1997,1990,16414,19210.0,15164.0,12644.0,24956.0,58689.0,101633.0,90707.0,66759.0,32766.0,12198.0,9777.0,460917,LAVO
1998,1989,21739,20611.0,16028.0,12918.0,25749.0,62309.0,94132.0,97916.0,67265.0,28809.0,9777.0,8862.0,466115,LAVO
1999,1988,25002,23577.0,13647.0,10059.0,24894.0,69321.0,100712.0,106135.0,58432.0,34823.0,16446.0,12580.0,495628,LAVO
2000,1987,22367,22453.0,18059.0,17094.0,33162.0,58357.0,89569.0,102701.0,54022.0,27398.0,12933.0,14316.0,472431,LAVO
2001,1986,21531,19152.0,21528.0,11637.0,19632.0,48147.0,95167.0,99230.0,57820.0,22512.0,11529.0,11838.0,439723,LAVO
2002,1985,31239,23366.0,16207.0,11749.0,26384.0,52068.0,86796.0,89822.0,56650.0,22984.0,7236.0,26996.0,451497,LAVO
2003,1984,30588,22923.0,18566.0,14988.0,16557.0,48210.0,90408.0,99345.0,57198.0,20694.0,15420.0,28378.0,463275,LAVO
2004,1983,29141,24445.0,17131.0,16816.0,10457.0,33064.0,78365.0,90888.0,67114.0,26010.0,17307.0,19129.0,429867,LAVO
2005,1982,20150,17318.0,12535.0,7830.0,11088.0,43581.0,91128.0,91506.0,64048.0,21482.0,13846.0,20347.0,414859,LAVO
2006,1981,19093,27359.0,15812.0,14501.0,16801.0,50258.0,84309.0,89715.0,52204.0,20097.0,10243.0,14653.0,415045,LAVO
2007,1980,20881,16295.0,18737.0,10874.0,12253.0,44966.0,78293.0,88487.0,55907.0,21550.0,10080.0,16102.0,394425,LAVO
2008,1979,22948,20517.0,14601.0,10746.0,11302.0,44720.0,71374.0,85514.0,56026.0,24451.0,9160.0,8655.0,380014,LAVO
2009,2019,3093,19470.0,56581.0,37543.0,41516.0,57111.0,69444.0,36354.0,28455.0,33014.0,27519.0,30591.0,440691,CAVE
2010,2018,19172,21051.0,64669.0,33182.0,39735.0,63091.0,76302.0,37116.0,31053.0,44238.0,27358.0,8945.0,465912,CAVE
2011,2017,17746,20342.0,67429.0,45744.0,53960.0,61408.0,81748.0,42952.0,27714.0,31570.0,38440.0,30973.0,520026,CAVE
2012,2016,13534,13046.0,51157.0,27222.0,40834.0,60625.0,89963.0,43799.0,33676.0,32932.0,27810.0,32175.0,466773,CAVE
2013,2015,11930,16416.0,49677.0,37600.0,45315.0,58142.0,82452.0,48084.0,31630.0,29050.0,19488.0,15936.0,445720,CAVE
2014,2014,16251,16157.0,43129.0,34926.0,37253.0,49729.0,65899.0,47616.0,18768.0,23537.0,19874.0,24170.0,397309,CAVE
2015,2013,13354,14541.0,49637.0,29066.0,37253.0,52188.0,67267.0,46967.0,28603.0,8040.0,18746.0,22904.0,388566,CAVE
2016,2012,14044,14080.0,44131.0,31173.0,35411.0,50969.0,62388.0,38677.0,23857.0,23706.0,19748.0,22874.0,381058,CAVE
2017,2011,14434,14132.0,45659.0,30672.0,34475.0,41345.0,62255.0,34053.0,23816.0,24712.0,19532.0,19915.0,365000,CAVE
2018,2010,15223,14125.0,46720.0,32038.0,39024.0,55890.0,75093.0,43954.0,26303.0,28705.0,25756.0,25693.0,428524,CAVE
2019,2009,18678,17729.0,49446.0,35488.0,38857.0,56293.0,74640.0,49047.0,27056.0,24765.0,20582.0,20058.0,432639,CAVE
2020,2008,15040,14496.0,51488.0,25612.0,41793.0,50716.0,65639.0,47223.0,20607.0,22358.0,20657.0,24752.0,400381,CAVE
2021,2007,10763,13625.0,45682.0,32439.0,38622.0,54475.0,73537.0,47673.0,28096.0,25519.0,17738.0,21391.0,409560,CAVE
2022,2006,16522,16466.0,49056.0,36439.0,37052.0,51714.0,71849.0,35669.0,25313.0,25440.0,20439.0,21408.0,407367,CAVE
2023,2005,15567,16222.0,51648.0,29721.0,37080.0,54295.0,79411.0,40716.0,24415.0,22551.0,19960.0,22200.0,413786,CAVE
2024,2004,19653,14920.0,46856.0,32117.0,41086.0,54108.0,74673.0,43140.0,28198.0,25230.0,18074.0,21544.0,419599,CAVE
2025,2003,17739,16268.0,46435.0,35106.0,42818.0,61458.0,84711.0,57097.0,23767.0,27305.0,20391.0,24536.0,457631,CAVE
2026,2002,17122,16446.0,56521.0,32848.0,46021.0,69368.0,87424.0,51345.0,26968.0,25783.0,19192.0,27221.0,476259,CAVE
2027,2001,14130,18060.0,45753.0,37275.0,44475.0,63406.0,85485.0,49739.0,28687.0,23596.0,21364.0,23651.0,455621,CAVE
2028,2000,18649,21004.0,52044.0,42793.0,47569.0,62002.0,83333.0,46338.0,31238.0,26819.0,18272.0,19242.0,469303,CAVE
2029,1999,19106,21376.0,53324.0,42599.0,50474.0,71545.0,92772.0,52357.0,34026.0,31639.0,23134.0,22066.0,514418,CAVE
2030,1998,19947,20490.0,50346.0,45012.0,48606.0,69661.0,93149.0,58188.0,36032.0,32262.0,23885.0,24498.0,522076,CAVE
2031,1997,18612,19677.0,61231.0,36230.0,52817.0,73534.0,98880.0,70418.0,32626.0,33481.0,23299.0,19992.0,540797,CAVE
2032,1996,18131,24697.0,56601.0,45224.0,53376.0,75024.0,99269.0,63686.0,38167.0,32281.0,24022.0,26739.0,557217,CAVE
2033,1995,21251,24865.0,58676.0,49936.0,59456.0,80303.0,110583.0,67083.0,39724.0,35939.0,21403.0,19390.0,588609,CAVE
2034,1994,21816,22574.0,59390.0,44277.0,59022.0,77019.0,110499.0,70950.0,39512.0,47785.0,38503.0,25740.0,617087,CAVE
2035,1993,23927,27435.0,54116.0,54542.0,62193.0,100214.0,120669.0,85220.0,50345.0,51699.0,30315.0,26486.0,687161,CAVE
2036,1992,22793,24707.0,53548.0,46228.0,62823.0,105319.0,128374.0,102459.0,51480.0,39488.0,26146.0,25377.0,688742,CAVE
2037,1991,16444,23678.0,56706.0,41914.0,60796.0,102352.0,127451.0,110253.0,46063.0,41890.0,27211.0,24692.0,679450,CAVE
2038,1990,26949,33125.0,57764.0,57079.0,69620.0,112238.0,138906.0,110426.0,57045.0,38123.0,25291.0,20450.0,747016,CAVE
2039,1989,27408,28866.0,63734.0,50214.0,79294.0,113245.0,147887.0,108612.0,62534.0,49389.0,33012.0,28183.0,792378,CAVE
2040,1988,23401,27399.0,55585.0,53018.0,74685.0,109480.0,152161.0,120137.0,65076.0,49674.0,29304.0,26215.0,786135,CAVE
2041,1987,26258,27395.0,58994.0,56089.0,71014.0,114263.0,146751.0,124896.0,58218.0,42774.0,30361.0,24287.0,781300,CAVE
2042,1986,25961,23188.0,62607.0,47235.0,68126.0,107403.0,140615.0,125782.0,48459.0,43806.0,31980.0,27390.0,752552,CAVE
2043,1985,18680,20097.0,50961.0,50659.0,66219.0,111423.0,143206.0,116965.0,51486.0,40806.0,33090.0,28890.0,732482,CAVE
2044,1984,19331,25746.0,46084.0,48853.0,65546.0,112589.0,143066.0,103674.0,51183.0,40460.0,28235.0,28222.0,712989,CAVE
2045,1983,21544,27828.0,53332.0,46329.0,67866.0,108641.0,145752.0,108827.0,49263.0,35285.0,27758.0,19822.0,712247,CAVE
2046,1982,24864,24561.0,50743.0,60527.0,72797.0,116614.0,151998.0,125344.0,58412.0,43599.0,29175.0,23329.0,781963,CAVE
2047,1981,28531,27235.0,49025.0,60573.0,80472.0,113487.0,138448.0,120216.0,47401.0,39177.0,32439.0,34762.0,771766,CAVE
2048,1980,23819,21939.0,41296.0,46773.0,63069.0,103054.0,124927.0,122022.0,35780.0,34480.0,24587.0,31217.0,672963,CAVE
2049,1979,20171,26003.0,48848.0,60622.0,70635.0,116577.0,125793.0,115913.0,46327.0,33814.0,28307.0,28637.0,721647,CAVE
2050,2019,4404,5154.0,19541.0,25183.0,68473.0,122086.0,103293.0,81085.0,52946.0,32180.0,8606.0,4595.0,527546,GRSA
2051,2018,3551,5579.0,26387.0,20899.0,63953.0,77494.0,79486.0,71774.0,49941.0,29007.0,10430.0,4404.0,442905,GRSA
2052,2017,3173,6547.0,24744.0,23064.0,67737.0,96529.0,97242.0,73579.0,47673.0,29763.0,10510.0,6374.0,486935,GRSA
2053,2016,1503,3485.0,10009.0,13851.0,50657.0,77174.0,79425.0,59329.0,47478.0,30776.0,10574.0,4047.0,388308,GRSA
2054,2015,1354,1003.0,8221.0,10587.0,40804.0,60712.0,56935.0,54096.0,36735.0,23159.0,3861.0,2046.0,299513,GRSA
2055,2014,1404,1095.0,9348.0,10868.0,30445.0,49808.0,55238.0,52500.0,32678.0,22024.0,4202.0,2164.0,271774,GRSA
2056,2013,1399,1059.0,10845.0,10486.0,34661.0,47565.0,51852.0,40309.0,30624.0,6776.0,4953.0,2312.0,242841,GRSA
2057,2012,1596,1856.0,11076.0,9905.0,37522.0,49878.0,51518.0,42154.0,27384.0,14126.0,5408.0,2251.0,254674,GRSA
2058,2011,1428,2316.0,9919.0,9453.0,43793.0,58163.0,62020.0,44320.0,26900.0,14625.0,4718.0,2403.0,280058,GRSA
2059,2010,1328,2110.0,9530.0,9083.0,44932.0,56799.0,60734.0,46552.0,28728.0,16344.0,4759.0,2385.0,283284,GRSA
2060,2009,1130,2474.0,9912.0,9068.0,43265.0,63117.0,63938.0,48506.0,27018.0,14490.0,4822.0,2215.0,289955,GRSA
2061,2008,1091,1770.0,9751.0,9195.0,38496.0,57256.0,61275.0,47518.0,26812.0,13767.0,5090.0,1882.0,273903,GRSA
2062,2007,1062,1270.0,11043.0,10436.0,39298.0,58386.0,63461.0,46389.0,30778.0,16452.0,4824.0,1722.0,285121,GRSA
2063,2006,2489,3245.0,9257.0,11783.0,35425.0,48548.0,58939.0,44519.0,26372.0,11552.0,4624.0,1907.0,258660,GRSA
2064,2005,2456,2952.0,10057.0,9876.0,40181.0,57239.0,66396.0,42963.0,25525.0,14690.0,4507.0,2747.0,279589,GRSA
2065,2004,2600,2145.0,14022.0,8859.0,40633.0,49091.0,56662.0,43843.0,27468.0,15255.0,4177.0,2449.0,267204,GRSA
2066,2003,2890,2426.0,9028.0,9175.0,36170.0,51008.0,51521.0,44718.0,21472.0,15367.0,5164.0,2436.0,251375,GRSA
2067,2002,2543,3453.0,12754.0,10882.0,37122.0,40553.0,43769.0,39205.0,22976.0,13991.0,4614.0,2914.0,234776,GRSA
2068,2001,1694,2608.0,10975.0,10822.0,36322.0,53990.0,60448.0,51018.0,27364.0,13995.0,5733.0,2554.0,277523,GRSA
2069,2000,3250,4328.0,11446.0,7848.0,35209.0,49931.0,59995.0,44171.0,24841.0,13416.0,4094.0,2260.0,260789,GRSA
2070,1999,2281,4152.0,13082.0,7573.0,30383.0,51934.0,65925.0,55854.0,29989.0,15921.0,6695.0,2956.0,286745,GRSA
2071,1998,1996,2639.0,9109.0,8037.0,40672.0,50089.0,60237.0,55417.0,30025.0,14045.0,4873.0,2629.0,279768,GRSA
2072,1997,2776,3726.0,23190.0,8977.0,40591.0,59136.0,65685.0,60284.0,27037.0,13438.0,3159.0,1856.0,309855,GRSA
2073,1996,2379,3939.0,12844.0,10589.0,37583.0,57846.0,65486.0,67957.0,29010.0,13638.0,4635.0,3377.0,309283,GRSA
2074,1995,2728,4919.0,11615.0,9570.0,47068.0,60781.0,78406.0,58269.0,26669.0,15949.0,5345.0,2344.0,323663,GRSA
2075,1994,2417,2722.0,12702.0,10301.0,53521.0,70882.0,63072.0,54663.0,23517.0,11080.0,4022.0,3326.0,312225,GRSA
2076,1993,1436,1946.0,14145.0,11503.0,39127.0,57242.0,63250.0,58846.0,28217.0,13477.0,3054.0,2039.0,294282,GRSA
2077,1992,1979,2523.0,8637.0,10923.0,34730.0,52752.0,66861.0,60292.0,31139.0,16759.0,2654.0,1405.0,290654,GRSA
2078,1991,3804,4504.0,11355.0,11956.0,35654.0,54439.0,59034.0,57160.0,33418.0,17417.0,3063.0,3266.0,295070,GRSA
2079,1990,2945,3887.0,8646.0,12210.0,33811.0,48432.0,55510.0,54896.0,27561.0,13862.0,7407.0,2969.0,272136,GRSA
2080,1989,3134,2562.0,11997.0,9773.0,34772.0,46414.0,56665.0,51626.0,28726.0,12213.0,5977.0,2462.0,266321,GRSA
2081,1988,1661,4191.0,8949.0,12936.0,27701.0,42228.0,59888.0,57361.0,32931.0,17500.0,5650.0,3290.0,274286,GRSA
2082,1987,3463,3143.0,7352.0,8795.0,18036.0,44274.0,53673.0,47743.0,17056.0,14033.0,5341.0,3028.0,225937,GRSA
2083,1986,2322,1748.0,4538.0,4066.0,28136.0,40846.0,50989.0,40123.0,28545.0,11885.0,4788.0,3463.0,221449,GRSA
2084,1985,2449,2452.0,4957.0,6622.0,19887.0,35610.0,42247.0,40033.0,19068.0,5478.0,1969.0,1941.0,182713,GRSA
2085,1984,1981,2142.0,3460.0,5217.0,16597.0,23944.0,28880.0,29211.0,17354.0,6829.0,3726.0,2492.0,141833,GRSA
2086,1983,2604,2818.0,5251.0,6138.0,15981.0,25662.0,32897.0,27816.0,16728.0,9099.0,3385.0,1798.0,150177,GRSA
2087,1982,2176,2601.0,5636.0,7958.0,21412.0,31143.0,35644.0,33226.0,19673.0,9564.0,3844.0,2396.0,175273,GRSA
2088,1981,3540,3137.0,4796.0,8417.0,18309.0,24109.0,36137.0,35796.0,20262.0,10255.0,4703.0,3044.0,172505,GRSA
2089,1980,1479,1367.0,1721.0,3410.0,14493.0,25547.0,32085.0,30327.0,15925.0,9368.0,3450.0,3255.0,142427,GRSA
2090,1979,1696,2054.0,3261.0,7848.0,15791.0,30219.0,33439.0,45930.0,12819.0,7192.0,1231.0,1066.0,162546,GRSA
2091,2019,15341,21343.0,55187.0,56567.0,72802.0,95451.0,90546.0,62276.0,52525.0,57019.0,32092.0,32440.0,643589,PEFO
2092,2018,25215,27216.0,54614.0,49638.0,73753.0,104583.0,81520.0,64665.0,56831.0,52420.0,29810.0,24657.0,644922,PEFO
2093,2017,24592,21907.0,54971.0,49474.0,61584.0,82104.0,81984.0,76121.0,47260.0,65029.0,33237.0,29494.0,627757,PEFO
2094,2016,18776,23269.0,49482.0,54262.0,59516.0,95672.0,110214.0,71512.0,53778.0,51338.0,30888.0,24567.0,643274,PEFO
2095,2015,20181,33042.0,69140.0,69468.0,83711.0,120105.0,129042.0,86889.0,66914.0,50511.0,31421.0,32801.0,793225,PEFO
2096,2014,20906,23793.0,59103.0,66656.0,100994.0,111735.0,113763.0,95891.0,65500.0,105314.0,37863.0,35281.0,836799,PEFO
2097,2013,20640,22068.0,59476.0,54657.0,67214.0,99821.0,114113.0,83493.0,61188.0,26470.0,21560.0,13948.0,644648,PEFO
2098,2012,21543,21274.0,58243.0,39273.0,63193.0,99403.0,101580.0,83337.0,60606.0,60284.0,31313.0,24808.0,664857,PEFO
2099,2011,17603,18521.0,49451.0,51767.0,59023.0,88845.0,95900.0,73034.0,56604.0,52807.0,30612.0,19887.0,614054,PEFO
2100,2010,16532,19812.0,46188.0,61884.0,63345.0,107872.0,103143.0,83489.0,45049.0,59877.0,31774.0,25760.0,664725,PEFO
2101,2009,23447,22169.0,47979.0,51164.0,60677.0,97659.0,98618.0,79073.0,50338.0,50575.0,30016.0,19898.0,631613,PEFO
2102,2008,17138,17807.0,42970.0,39880.0,49667.0,72481.0,76798.0,78078.0,49168.0,46655.0,28102.0,24970.0,543714,PEFO
2103,2007,18806,21110.0,52139.0,39350.0,55319.0,80647.0,85333.0,68420.0,45773.0,46959.0,28604.0,21130.0,563590,PEFO
2104,2006,23981,25414.0,39825.0,48584.0,55235.0,87943.0,91269.0,64920.0,47368.0,46140.0,30575.0,20427.0,581681,PEFO
2105,2005,21068,20912.0,46992.0,46691.0,53986.0,92034.0,95002.0,75797.0,44337.0,45679.0,28656.0,27224.0,598378,PEFO
2106,2004,22757,19773.0,45356.0,46240.0,53074.0,85481.0,91809.0,73278.0,45627.0,48122.0,24981.0,23502.0,580000,PEFO
2107,2003,22632,21740.0,38619.0,44343.0,53241.0,92101.0,94694.0,68902.0,45348.0,48955.0,29599.0,26071.0,586245,PEFO
2108,2002,21798,26808.0,50900.0,47652.0,58280.0,84309.0,90034.0,56716.0,42714.0,47076.0,24370.0,20929.0,571586,PEFO
2109,2001,17192,25291.0,49591.0,48340.0,56808.0,88763.0,94267.0,61387.0,45818.0,44772.0,28723.0,22952.0,583904,PEFO
2110,2000,23556,26234.0,39520.0,49710.0,57085.0,91938.0,96207.0,77486.0,50507.0,45884.0,25596.0,21469.0,605192,PEFO
2111,1999,25292,25443.0,47384.0,44485.0,60620.0,102513.0,107118.0,90363.0,57104.0,52766.0,32193.0,21697.0,666978,PEFO
2112,1998,24781,22432.0,50517.0,67352.0,84781.0,131960.0,134168.0,103180.0,70402.0,64830.0,33411.0,28692.0,816506,PEFO
2113,1997,16157,23667.0,67228.0,63414.0,83469.0,125017.0,140334.0,111646.0,70747.0,66111.0,33172.0,22304.0,823266,PEFO
2114,1996,21654,23580.0,63447.0,64379.0,77691.0,108508.0,149879.0,119414.0,74590.0,64698.0,42221.0,19434.0,829495,PEFO
2115,1995,20691,28134.0,61727.0,71800.0,84587.0,152568.0,165174.0,144159.0,83564.0,82154.0,30178.0,10329.0,935065,PEFO
2116,1994,22024,24310.0,65626.0,68189.0,91168.0,147724.0,151446.0,131999.0,84690.0,72502.0,34733.0,28516.0,922927,PEFO
2117,1993,25375,33014.0,64035.0,69941.0,69888.0,138325.0,173214.0,146288.0,85197.0,73244.0,29989.0,27919.0,936429,PEFO
2118,1992,24492,33921.0,46736.0,70014.0,90122.0,148211.0,155663.0,152671.0,82269.0,66195.0,33972.0,25765.0,930031,PEFO
2119,1991,20152,29252.0,48810.0,60254.0,78584.0,136880.0,153547.0,145189.0,77360.0,64977.0,30956.0,28560.0,874521,PEFO
2120,1990,22474,24855.0,50861.0,55560.0,118115.0,116102.0,138882.0,140721.0,67348.0,58372.0,31571.0,19731.0,844592,PEFO
2121,1989,21194,24245.0,55748.0,56078.0,73445.0,134087.0,141841.0,125754.0,73307.0,61237.0,34389.0,22816.0,824141,PEFO
2122,1988,17122,29548.0,49340.0,51579.0,74473.0,197962.0,140450.0,120887.0,63370.0,61249.0,29567.0,21484.0,857031,PEFO
2123,1987,25006,28564.0,37575.0,49829.0,77240.0,128827.0,139808.0,119079.0,52143.0,60106.0,25695.0,14210.0,758082,PEFO
2124,1986,26834,22013.0,47309.0,47022.0,74392.0,124003.0,135637.0,120645.0,58621.0,56891.0,25955.0,21935.0,761257,PEFO
2125,1985,17817,18651.0,45724.0,44025.0,72454.0,133453.0,138319.0,113698.0,56624.0,52106.0,23386.0,20402.0,736659,PEFO
2126,1984,18068,23194.0,37892.0,44703.0,63953.0,131940.0,132550.0,116577.0,56298.0,48281.0,25263.0,16042.0,714761,PEFO
2127,1983,16316,17984.0,35845.0,40202.0,71525.0,135151.0,134649.0,107927.0,55688.0,50127.0,25944.0,17154.0,708512,PEFO
2128,1982,13520,15957.0,33741.0,45796.0,69941.0,127494.0,139658.0,112345.0,60314.0,49943.0,25348.0,16562.0,710619,PEFO
2129,1981,27111,23170.0,33956.0,48470.0,69108.0,122714.0,131054.0,121654.0,60477.0,50742.0,31503.0,27873.0,747832,PEFO
2130,1980,18616,19353.0,35273.0,40770.0,59187.0,122517.0,123095.0,108377.0,54668.0,46449.0,27597.0,27219.0,683121,PEFO
2131,1979,17088,17434.0,39231.0,51366.0,64082.0,108168.0,116813.0,111763.0,53731.0,47738.0,23944.0,20225.0,671583,PEFO
2132,2019,128836,120931.0,113452.0,103247.0,102792.0,113015.0,133249.0,125357.0,92720.0,96054.0,107457.0,131266.0,1368376,HAVO
2133,2018,188100,180291.0,174690.0,163037.0,52759.0,4458.0,4117.0,3974.0,32319.0,86589.0,106103.0,120454.0,1116891,HAVO
2134,2017,197836,169822.0,165607.0,151049.0,155710.0,180135.0,201554.0,183307.0,141377.0,147225.0,149202.0,173878.0,2016702,HAVO
2135,2016,167814,164194.0,145909.0,129986.0,138100.0,165905.0,182278.0,180413.0,126474.0,146883.0,162033.0,177591.0,1887580,HAVO
2136,2015,156106,151778.0,145077.0,140357.0,169435.0,170792.0,178630.0,164216.0,126494.0,133769.0,136135.0,159871.0,1832660,HAVO
2137,2014,157772,157000.0,140499.0,127184.0,123662.0,146570.0,163849.0,151578.0,121950.0,121337.0,131262.0,150342.0,1693005,HAVO
2138,2013,150606,147131.0,139222.0,124963.0,117469.0,137853.0,160617.0,137614.0,121625.0,69872.0,131877.0,144360.0,1583209,HAVO
2139,2012,122790,117846.0,117042.0,103413.0,111466.0,115099.0,143777.0,141101.0,106287.0,127814.0,138699.0,138594.0,1483928,HAVO
2140,2011,123319,117755.0,115353.0,87252.0,94486.0,120834.0,136365.0,129456.0,97609.0,99271.0,117713.0,112710.0,1352123,HAVO
2141,2010,111328,106127.0,106614.0,98318.0,105848.0,115885.0,129048.0,112397.0,97509.0,95689.0,112732.0,113172.0,1304667,HAVO
2142,2009,104071,106169.0,106949.0,98328.0,93725.0,113992.0,120705.0,111729.0,89659.0,84031.0,95842.0,107905.0,1233105,HAVO
2143,2008,125819,112535.0,112830.0,74183.0,102657.0,109068.0,125588.0,119564.0,85911.0,103255.0,98361.0,100767.0,1270538,HAVO
2144,2007,135389,127203.0,111108.0,113100.0,113226.0,130087.0,151606.0,136842.0,99929.0,107178.0,121106.0,121005.0,1467779,HAVO
2145,2006,113786,113477.0,134364.0,128815.0,148039.0,204521.0,162344.0,164330.0,110435.0,112685.0,104488.0,114962.0,1612246,HAVO
2146,2005,99838,108732.0,119045.0,97255.0,124291.0,80464.0,136564.0,211615.0,181520.0,167435.0,207796.0,126641.0,1661196,HAVO
2147,2004,101002,108509.0,101660.0,96799.0,126179.0,89405.0,129173.0,135914.0,113402.0,117519.0,105980.0,81849.0,1307391,HAVO
2148,2003,77502,85436.0,80336.0,72984.0,107521.0,72394.0,109912.0,118371.0,107430.0,106773.0,101687.0,82178.0,1122524,HAVO
2149,2002,94419,108509.0,102831.0,98860.0,106162.0,71721.0,109165.0,117591.0,64234.0,91907.0,83315.0,62284.0,1110998,HAVO
2150,2001,103761,114919.0,113721.0,99261.0,109766.0,129265.0,135219.0,149818.0,88540.0,113872.0,102092.0,83052.0,1343286,HAVO
2151,2000,119578,126741.0,118156.0,107182.0,106080.0,143988.0,163847.0,170420.0,96538.0,174848.0,113810.0,73448.0,1514636,HAVO
